ID	Gene Name	UniProt ID	Species	Drug IDs
995	FPR1	P21462	Humans	DB00716
996	ACSL4	O60488	Humans	DB00159; DB00197; DB00412
997	NPR2	P20594	Humans	DB01613; DB04899
998	GARS	P41250	Humans	DB00145
999	TNFSF13B	Q9Y275	Humans	DB04272; DB08879
1001	ATP8A1	Q9Y2Q0	Humans	DB00144
1002	AOC3	Q16853	Humans	DB00780; DB01275
1003	MDM2	Q00987	Humans	DB01593; DB14487; DB14533
1004	SLCO1B1	Q9Y6L6	Humans	DB01211; DB01241; DB05521
1007	PPARD	Q03181	Humans	DB00132; DB00159; DB00197; DB00313; DB00374; DB00412; DB00605; DB01132; DB01393; DB04224; DB09462; DB13873; DB13961
1009	CYCS	P99999	Humans	DB01017
1011	CANX	P27824	Humans	DB00025; DB00031; DB11093; DB11348; DB13998; DB13999; DB14481
1012	ADRB3	P13945	Humans	DB00368; DB00571; DB00871; DB00938; DB00960; DB00983; DB01001; DB01064; DB01102; DB01288; DB01407; DB01580; DB04846; DB04861; DB06262; DB08893; DB11124
1014	PPIA	P62937	Humans	DB00091; DB09130
1015	FGF2	P09038	Humans	DB00364; DB00686; DB00877; DB01109
1016	ROCK1	Q13464	Humans	DB13931
1017	KNG1	P01042	Humans	DB01593; DB09130; DB14487; DB14533
1018	SLC15A1	P46059	Humans	DB00415; DB00417; DB00493; DB00713; DB01053; DB01212; DB03793; DB09213
1019	MAPK14	Q16539	Humans	DB01254; DB12010
1021	F11	P03951	Humans	DB00100; DB06404; DB09228; DB11300; DB11571; DB11572; DB13152
1023	TRPV1	Q8NER1	Humans	DB00132; DB00159; DB00193; DB00316; DB01744; DB06774; DB09061; DB09120; DB11131
1024	TNNC1	P63316	Humans	DB00831; DB00922; DB01023; DB01244; DB01373
1025	GP1BA	P07359	Humans	DB01050; DB09213
1026	CRH	P06850	Humans	DB01285
1027	CCND1	P24385	Humans	DB00945; DB01169; DB11718
1028	KCNJ3	P48549	Humans	DB00289; DB00898; DB01159; DB04855
1029	IL2	P60568	Humans	DB00852; DB01327; DB05299
1030	KCNJ6	P48051	Humans	DB00898; DB01159; DB11633
1031	HSPG2	P98160	Humans	DB00039
1032	ABCB1	P08183	Humans	DB00603; DB00778; DB00813; DB09031; DB11635
1033	FECH	P22830	Humans	DB02659
1035	TGM2	P21980	Humans	DB11254
1036	IL3RA	P26951	Humans	DB00020; DB14731
1039	NTRK1	P04629	Humans	DB00321; DB00619; DB08896; DB11986; DB12010; DB13926; DB14723
1040	JUN	P05412	Humans	DB00570; DB01029; DB01169
1042	SLCO2B1	O94956	Humans	DB01241; DB05521
1043	VWF	P04275	Humans	DB00025; DB06081; DB09108; DB09329; DB11606; DB11607; DB13998; DB13999
1044	TAAR1	Q96RJ0	Humans	DB00182; DB01255; DB01576; DB01577; DB06714
1045	SLC2A2	P11168	Humans	DB00428
1046	ELN	P15502	Humans	DB00533
1047	CCL2	P13500	Humans	DB01406; DB09301
1051	IL1B	P01584	Humans	DB00843; DB01017; DB05260; DB06168; DB06372; DB10772; DB11967
1054	SLC1A1	P43005	Humans	DB00128; DB00142
1055	GCH1	P30793	Humans	DB02325
1057	SLC2A1	P11166	Humans	DB02709; DB11059
1058	CHIT1	Q13231	Humans	DB02325
1060	AGT	P01019	Humans	DB01593; DB09130; DB14487; DB14533
1062	MAPK3	P27361	Humans	DB00605; DB01169; DB08862
1065	GSK3B	P49841	Humans	DB12010; DB14507; DB14509
1066	SLC22A6	Q4U2R8	Humans	DB00493; DB01032; DB01212
1067	ABCG2	Q9UNQ0	Humans	DB11995
1068	VTN	P04004	Humans	DB00054; DB01593; DB09130; DB14487; DB14533
1069	ABCC2	Q92887	Humans	DB01138
1070	SST	P61278	Humans	DB00847
1072	CDK2	P24941	Humans	DB06616
1074	SELE	P16581	Humans	DB01136
1075	MPO	P05164	Humans	DB00244; DB00535; DB00583; DB01065; DB04821
1078	ANPEP	P15144	Humans	DB00973; DB06196
1080	GNG2	P59768	Humans	DB01159
1082	CDK1	P06493	Humans	DB12010
1085	ICAM1	P05362	Humans	DB00108; DB08818
1086	NFKB1	P19838	Humans	DB00852; DB01041; DB08814
1087	LTA	P01374	Humans	DB00005
1088	PLAT	P00750	Humans	DB00013; DB00513; DB01088; DB06404; DB09213; DB09228
1089	G6PD	P11413	Humans	DB03085
1090	S100A1	P23297	Humans	DB00768
1091	KLK1	P06870	Humans	DB01370; DB06692; DB14517; DB14518
1092	PADI4	Q9UM07	Humans	DB00155; DB00207; DB00759; DB01082
1093	ACSL3	O95573	Humans	DB00159
1094	NGF	P01138	Humans	DB01407
1095	GJA1	P17302	Humans	DB01136
1096	NT5E	P21589	Humans	DB00806
1097	MAPK10	P53779	Humans	DB12010
1098	HSPA5	P11021	Humans	DB00025; DB00945; DB09130; DB13998; DB13999
1099	PTDSS1	P48651	Humans	DB00144
1100	MAP2	P11137	Humans	DB01196; DB01229; DB01248
1102	ACPP	P15309	Humans	DB06688
1103	CALCA	P06881	Humans	DB14041; DB14042
1104	RET	O43519	Humans	DB00619; DB12147
1105	PRNP	P04156	Humans	DB00759
1109	RAC1	P63000	Humans	DB00993
1111	CYP1B1	Q16678	Humans	DB07776; DB09061
1113	CD44	P16070	Humans	DB08818
1114	VCAM1	P19320	Humans	DB00898; DB01136; DB11338
1115	SLC1A3	P43003	Humans	DB00142
1117	LTC4S	Q16873	Humans	DB00143; DB00972
1119	APOE	P02649	Humans	DB01593; DB09130; DB14487; DB14533
1120	HSP90AA1	P07900	Humans	DB00615; DB00716; DB09130
1121	HGF	P14210	Humans	DB01109
1122	TRPA1	O75762	Humans	DB00825; DB01744; DB09061; DB11148
1123	CPE	P16870	Humans	DB00030; DB00071
1124	DDR1	Q08345	Humans	DB00619; DB12010
1125	SERPINF2	P08697	Humans	DB08888; DB09130
1126	FOS	P01100	Humans	DB08813
1128	MTAP	Q13126	Humans	DB00173
1129	PF4	P02776	Humans	DB00055; DB01109
1130	SLC3A1	Q07837	Humans	DB00138
1131	KCNJ12	Q14500	Humans	DB00204
1132	PRKCA	P17252	Humans	DB00144; DB00163; DB05013; DB06595; DB14001; DB14002
1133	PDE4A	P27815	Humans	DB00277; DB00651; DB00806; DB00824; DB00975; DB01088; DB01303; DB01656; DB05219; DB06751
1134	SLC15A2	Q16348	Humans	DB00415; DB00493; DB00713; DB01053
1135	GPX4	P36969	Humans	DB00143
1139	TNFRSF1A	P19438	Humans	DB11626
1140	CP	P00450	Humans	DB00055; DB01373; DB01592; DB01593; DB12965; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14533
1141	GC	P02774	Humans	DB11094
1143	SCN9A	Q15858	Humans	DB00281; DB00909; DB06201; DB06218
1145	MGMT	P16455	Humans	DB00151; DB01593; DB14487; DB14533
1147	NOV	P48745	Humans	DB00071
1148	DPEP1	P16444	Humans	DB01597
1150	CXCL12	P48061	Humans	DB06822
1151	THBD	P07204	Humans	DB00055; DB01050; DB09213
1152	IMPA1	P29218	Humans	DB14507; DB14509
1153	HEXB	P07686	Humans	DB00205
1154	IKBKB	O14920	Humans	DB00244; DB00795; DB00945; DB00995; DB01169; DB06151; DB12010
1155	ITGB3	P05106	Humans	DB00054; DB00063; DB00098; DB00451; DB00775; DB02709
1156	XIAP	P98170	Humans	DB04209
1158	CCKBR	P32239	Humans	DB00183; DB08862
1159	SELP	P16109	Humans	DB01109; DB06779; DB08813; DB15271
1161	PROCR	Q9UNN8	Humans	DB00055; DB11328
1162	CASP3	P42574	Humans	DB00945; DB01017; DB13751
1164	TLR2	O60603	Humans	DB00045; DB11601
1165	HSP90B1	P14625	Humans	DB00615; DB09130
1167	HPGDS	O60760	Humans	DB00143; DB00162; DB00755; DB09462
1169	MAP1A	P78559	Humans	DB01196
1170	ANXA2	P07355	Humans	DB00031; DB00591
1171	TLR9	Q9NR96	Humans	DB00608; DB01611
1173	CYB5A	P00167	Humans	DB11136; DB14527; DB14528; DB14529; DB14530
1176	SI	P14410	Humans	DB00284; DB00747
1177	S100B	P04271	Humans	DB00768; DB01373; DB11093; DB11348; DB14481
1178	F3	P13726	Humans	DB00036; DB13150
1179	PEBP1	P30086	Humans	DB09130
1180	FN1	P02751	Humans	DB01593; DB08888; DB14487; DB14533
1181	ANG	P03950	Humans	DB03088; DB04272
1183	IDE	P14735	Humans	DB00071; DB00626
1184	NQO1	P15559	Humans	DB00170; DB00266; DB03147; DB09061
1185	CRYZ	Q08257	Humans	DB00266
1186	TRPM8	Q7Z2W7	Humans	DB00825; DB01744; DB09061
1189	GSTM2	P28161	Humans	DB00143; DB03310
1191	S100P	P25815	Humans	DB01003
1192	GRM5	P41594	Humans	DB00659; DB06201
1193	PDPK1	O15530	Humans	DB00482; DB12010
1195	CFTR	P13569	Humans	DB00887; DB01016; DB01050; DB04941; DB08820; DB09213; DB09280; DB11712; DB15444
1198	MMP12	P39900	Humans	DB00551
1199	GPI	P06744	Humans	DB09130
1200	RHO	P08100	Humans	DB01159; DB03796
1203	FGFR4	P22455	Humans	DB00039; DB01109; DB08901; DB09078; DB12147
1204	SLC29A1	Q99808	Humans	DB00197; DB00898; DB12010
1206	S100A12	P80511	Humans	DB00768; DB01025
1207	CAT	P04040	Humans	DB01213; DB09061
1208	IL5	P05113	Humans	DB06602; DB06612
1209	CSNK2A1	P68400	Humans	DB02709; DB12010
9062	cmaA2	P9WPB5	Mycobacterium tuberculosis	DB04221
1213	APCS	P02743	Humans	DB01593; DB09130; DB14487; DB14533
1214	xylA	P12851	Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431)	DB01638
1216	glcB	P37330	Escherichia coli (strain K12)	DB01638
9063	tmk	P9WKE1	Mycobacterium tuberculosis	DB04160
1220	xylA	P12070	Arthrobacter sp. (strain NRRL B3728)	DB01638
1223	PDE3B	Q13370	Humans	DB01427
1225	xylA	P24300	Streptomyces rubiginosus	DB00126; DB01638
1226		P46072	Vibrio fischeri	DB03247
1229	cobT	Q05603	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	DB00173; DB03255
1230	choB	P22637	Brevibacterium sterolicum	DB01708; DB03147
1234	linB	P51698	Pseudomonas paucimobilis	DB01839
1236	ksi	P07445	Pseudomonas putida	DB01708; DB03619
1238	vatD	P50870	Enterococcus faecium	DB01764
1240	ATIC	P31939	Humans	DB00563; DB00642
1241	BST1	Q10588	Humans	DB02701
1246	camC	P00183	Pseudomonas putida	DB01011; DB01744
1248	E	P00720	Enterobacteria phage T4	DB00373; DB00536; DB03255
1251	IDH1	O75874	Humans	DB14568
1261		P12823	DENV-2	DB00811
1263	botB	P10844	Clostridium botulinum	DB13903
1264	SULT2B1	O00204	Humans	DB01708; DB02789
1268	qacR	P0A0N5	Staphylococcus haemolyticus	DB04115; DB04209
1277	PIM1	P11309	Humans	DB00131; DB12010
1283	LPA	P08519	Humans	DB00513
1284	BTK	Q06187	Humans	DB01254; DB09053; DB11703; DB12010; DB15035
1286	mdlC	P20906	Pseudomonas putida	DB01987
1287	PDE4D	Q08499	Humans	DB00131; DB00651; DB01088; DB01656; DB05219
1294	coaA	P0A6I3	Escherichia coli (strain K12)	DB01783
1301	soxA	P40859	Bacillus sp. (strain B-0618)	DB03147
1304		P12256	Lysinibacillus sphaericus	DB00417
1312	ZAP70	P43403	Humans	DB12010
1314	cs1	Q05581	Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)	DB01839
1315	PIK3CG	P48736	Humans	DB11952; DB12010
1316	SYK	P43405	Humans	DB12010
1320	cat	P26841	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB00878
1326	fhuA	P06971	Escherichia coli (strain K12)	DB03017; DB04160
1329	cslB	Q46079	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290)	DB03088
1332	nadE	P18843	Escherichia coli (strain K12)	DB04160
1340	TUBA1A	Q71U36	Humans	DB00518; DB00570; DB00643
1341	ITK	Q08881	Humans	DB06589; DB12010; DB15035
1343	trpS	P00953	Geobacillus stearothermophilus	DB00150; DB04272
1344	alr	P10724	Geobacillus stearothermophilus	DB03766
1346	nprS	P43133	Geobacillus stearothermophilus	DB02325; DB03255
1349		P15555	Streptomyces sp. (strain R61)	DB00456; DB03843
1353	LGALS3	P17931	Humans	DB04465
1354	pox5	P37063	Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	DB01987; DB03147
1356	CSK	P41240	Humans	DB01254; DB12010
1358	ampC	P00811	Escherichia coli (strain K12)	DB00456; DB01147; DB02772
1361		Q54873	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB00126
1367	TUBB4B	P68371	Humans	DB00518; DB00643
1377	apr	P00782	Bacillus amyloliquefaciens	DB02325
1379	fhuD	P07822	Escherichia coli (strain K12)	DB13949; DB14520
9067	ftsZ	P9WN95	Mycobacterium tuberculosis	DB04272
9068	fprA	P9WIQ3	Mycobacterium tuberculosis	DB03147
1384	tauD	P37610	Escherichia coli (strain K12)	DB01956
1385	PRKCQ	Q04759	Humans	DB12010
1389	tyrB	P95468	Paracoccus denitrificans	DB06819
1391	TUBA4A	P68366	Humans	DB00541; DB01179; DB06772
1392	cbh	P54965	Clostridium perfringens (strain 13 / Type A)	DB01956; DB02659; DB03619
1399	PPIF	P30405	Humans	DB00091
1403	TK	P03176		DB00787; DB01004; DB03312
1409	thyX	Q9WYT0	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	DB03147
1411	tetX	P04958	Clostridium tetani (strain Massachusetts / E88)	DB04465; DB11604
1413	cocE	Q9L9D7	Rhodococcus sp. (strain MB1 Bresler)	DB03793
1415	TUBB3	Q13509	Humans	DB04845
1417	idi	Q46822	Escherichia coli (strain K12)	DB04160
1421	lacZ	P00722	Escherichia coli (strain K12)	DB04465; DB13503
1424	HCK	P08631	Humans	DB06616; DB12010
1425	TUBA3C	Q13748	Humans	DB09130
1426	blm	P04190	Bacillus cereus	DB04272
1430	ampC	P05364	Enterobacter cloacae	DB09060; DB12107; DB12377
1432	GM2A	P17900	Humans	DB02325; DB03017
1444	ampC	P05193	Citrobacter freundii	DB00355
1458	mop	Q46509	Desulfovibrio gigas	DB02325
1473	HINT1	P49773	Humans	DB00131
1477	eltB	P32890	Escherichia coli	DB03793
1478		P26663	Hepatitis C virus genotype 1b (isolate BK)	DB11586
1480	UCK2	Q9BZX2	Humans	DB04272
1482	penP	P00808	Bacillus licheniformis	DB04272
1483	nos	P0A094	Staphylococcus aureus (strain MW2)	DB02772
1487		P83223	Shewanella oneidensis (strain MR-1)	DB00518; DB03147
1494		P04936	HRV-2	DB03017
1496	ctxB	P01556	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	DB03754
1517	ispA	P22939	Escherichia coli (strain K12)	DB04160
1523	pobA	P00438	Pseudomonas fluorescens	DB02362; DB03147
1524	icd	P39126	Bacillus subtilis (strain 168)	DB04272
1525	pyrD	P0A7E1	Escherichia coli (strain K12)	DB03247
1527	maf	Q02169	Bacillus subtilis (strain 168)	DB02772
1529	C1S	P09871	Humans	DB00002; DB00005; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB01593; DB06404; DB09130; DB09228; DB14487; DB14533
1531	budB	P27696	Klebsiella pneumoniae	DB01987
1533	pyrE	P08870	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	DB01632
1534	METAP2	P50579	Humans	DB00134; DB02893
1539	celCCG	P37700	Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)	DB09462
1541	HS3ST3A1	Q9Y663	Humans	DB04272
1542	cat3	P00484	Escherichia coli	DB02703
1543	pobA	P20586	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB02362; DB03147
1544	draA	P24093	Escherichia coli	DB00446; DB07565
1550	choA	P12676	Streptomyces sp. (strain SA-COO)	DB03147
1551	TPR	P28593	Trypanosoma cruzi	DB03147
1565	mutL	P23367	Escherichia coli (strain K12)	DB02325; DB09462
1566		P29498	Blood fluke	DB04224
1568	bla	P62594	Salmonella typhi	DB01606
1575	dxr	P45568	Escherichia coli (strain K12)	DB04272
9072	pknB	P9WI81	Mycobacterium tuberculosis	DB12010
1590	thiO	O31616	Bacillus subtilis (strain 168)	DB03085; DB03147
1594	gag-pol	P04585		DB06414
1598	NR1H2	P55055	Humans	DB11994
1601	nadE	P08164	Bacillus subtilis (strain 168)	DB00798
1608	HDAC8	Q9BY41	Humans	DB01592; DB01593; DB02546; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14533
1615	metH	P13009	Escherichia coli (strain K12)	DB03614
1616	nfsB	P38489	Escherichia coli (strain K12)	DB03247; DB04272
1631	pptA	P31992	Escherichia coli (strain K12)	DB03793
1640	PLA2G2A	P14555	Humans	DB00328; DB01381; DB02325; DB03017
1646	CTSS	P25774	Humans	DB12010
1653	CA12	O43570	Humans	DB00562; DB00774; DB00819; DB00909
1656	ST14	Q9Y5Y6	Humans	DB00013
1658	HRSP12	P52758	Humans	DB03793
1660	malT	P06993	Escherichia coli (strain K12)	DB03793
1667	NA	P03472	Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)	DB06614
1671	AMY1A	P04745	Humans	DB03088
1680	LTA4H	P09960	Humans	DB01197
1683	ALDOA	P04075	Humans	DB01593; DB14487; DB14533
1684	AHCY	P23526	Humans	DB02325; DB09130
1687	FHIT	P49789	Humans	DB04173
1693	mobA	P32173	Escherichia coli (strain K12)	DB04272
1694		P46925	Plasmodium falciparum	DB01218
1697	csn	P33673	Bacillus circulans	DB01296
1701	CFB	P00751	Humans	DB01593; DB14487; DB14533
1704	hmp	P39662	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337)	DB03147
1710	RAB9A	P51151	Humans	DB03793
1711	bfr	Q93PP9	Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949)	DB09462
1717	PARP1	P09874	Humans	DB00277; DB01593; DB02701; DB09074; DB11760; DB11793; DB12332; DB14487; DB14533
1719	trpA	P16608	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	DB04272
1720	glf	P37747	Escherichia coli (strain K12)	DB03147
9076	fabH	P9WNG3	Mycobacterium tuberculosis	DB03017
1731	bioB	P12996	Escherichia coli (strain K12)	DB03754
1737	eno	Q8GR70	Enterococcus hirae	DB09462
1739	PRSS1	P07477	Humans	DB06692
1745	ACADM	P11310	Humans	DB03147
1746	CANT1	Q8WVQ1	Humans	DB03754
1751	hisD	P06988	Escherichia coli (strain K12)	DB09462
1754	argG	P0A6E4	Escherichia coli (strain K12)	DB00536; DB09462
1770	cc4	Q52369	Pseudomonas stutzeri	DB03754; DB09462
1774	fabI	O24990	Helicobacter pylori (strain ATCC 700392 / 26695)	DB08604
1776	DAPK1	P53355	Humans	DB12010
1777	NR1H4	Q96RI1	Humans	DB00132; DB01586; DB02659; DB03619; DB04348; DB05990; DB06777; DB11605
1779	mexA	P52477	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB09462
1784	xecC	Q56839	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	DB03147
1787	putA	P09546	Escherichia coli (strain K12)	DB03147; DB04398
1790	lytA	P06653	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	DB03754
1796	fusA	P13551	Thermus thermophilus	DB02703
1800	cat	P62580	Salmonella typhi	DB02703
1807		P00322	Clostridium beijerinckii	DB03247
1817	acrB	P31224	Escherichia coli (strain K12)	DB03619; DB04209
1824	CLK1	P49759	Humans	DB12010
1825	HAGH	Q16775	Humans	DB00143
1828	purA	Q83P33	Shigella flexneri	DB04160
1830	trpS2	Q9RVD6	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	DB02959
1835	dctD	P13632	Ensifer meliloti	DB09462
1838	glyA	P0A827	Shigella flexneri	DB11596
1849	algD	P11759	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB02772
1854	GLTP	Q9NZD2	Humans	DB03017; DB04224; DB04465
1855	MIF	P14174	Humans	DB04272
1861	TGFBR2	P37173	Humans	DB09462; DB10770; DB10772; DB12010
1869	eta	P11439	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	DB02701
1893	TBXAS1	P24557	Humans	DB00795
1907	gag-pro-pol	Q04095	RSV-SRA	DB02325; DB04272
1914	fumC	P05042	Escherichia coli (strain K12)	DB04272
1921	GCDH	Q92947	Humans	DB03147
1922	aroC	P0A2Y7	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	DB03247
9082	folA	P9WNX1	Mycobacterium tuberculosis	DB00951
1946	nedA	Q02834	Micromonospora viridifaciens	DB04272; DB04465
1947	entB	P01552	Staphylococcus aureus	DB04465
1961	fadH	P42593	Escherichia coli (strain K12)	DB03147; DB03247
1966	pgl	Q9X0N8	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	DB03754; DB04272
1967	FABP6	P51161	Humans	DB02659; DB04348
1969	phr	P61497	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	DB03147
1972	PRDX2	P32119	Humans	DB09130
1976	clcA	O67987	Rhodococcus opacus	DB03793
1979	TXNRD1	Q16881	Humans	DB01169; DB03147
1985	cpo	O31158	Pseudomonas fluorescens	DB03766
1990	yedY	Q8XB74	Escherichia coli O157:H7	DB03904
1991		P09592	VEEV	DB03904
1993	R	P03706	Enterobacteria phage lambda	DB02325
2001	fccA	P0C278	Shewanella frigidimarina	DB03147
2003	aceE	P0AFG8	Escherichia coli (strain K12)	DB01987
2006	fabI	P0AEK4	Escherichia coli (strain K12)	DB08604
2007	mtnN	P0AF12	Escherichia coli (strain K12)	DB00173
2008	pyrDA	Q53ZE5	Lactococcus lactis subsp. cremoris	DB03247
2010	folA	P0ABQ4	Escherichia coli (strain K12)	DB03904; DB11596
2015	bla	P0AD63	Escherichia coli	DB01606; DB09060; DB12377
2029	bla	P0A9Z7	Escherichia coli	DB09060
2036	gudD	P0AES2	Escherichia coli (strain K12)	DB02325
2037	glpF	P0AER0	Escherichia coli (strain K12)	DB09462
2046	oxyR	P0ACQ4	Escherichia coli (strain K12)	DB03793
2050	gag-pol	P03366		DB06414
2052	fucO	P0A9S1	Escherichia coli (strain K12)	DB01839
2063	dacA	P0AEB2	Escherichia coli (strain K12)	DB00274; DB01329; DB01331
2064	metF	P0AEZ1	Escherichia coli (strain K12)	DB03147
2066	pdxH	P0AFI7	Escherichia coli (strain K12)	DB03247
2067	trxB	P0A9P4	Escherichia coli (strain K12)	DB03147
2074	nlpI	P0AFB1	Escherichia coli (strain K12)	DB03754
2077	eda	P0A955	Escherichia coli (strain K12)	DB04272
2081	SCN2A	Q99250	Humans	DB00193; DB00252; DB00555; DB00818; DB00909; DB13520; DB13908
2082	SCN3A	Q9NY46	Humans	DB00252; DB00909; DB06218
2083	SCN4A	P35499	Humans	DB00281; DB00818; DB00909; DB01195; DB13154
2084	SCN8A	Q9UQD0	Humans	DB00252
2086	folP1	P0C0X1	Mycobacterium leprae (strain TN)	DB00250
2087	folP2	P0C0X2	Mycobacterium leprae (strain TN)	DB00250
2088	ESRRG	P62508	Humans	DB00197; DB00255; DB00675; DB00783; DB02659; DB13952; DB13953; DB13954; DB13955; DB13956
2089	COMT	P21964	Humans	DB00118; DB00323; DB00494; DB04820; DB11632
2090	CYP19A1	P11511	Humans	DB00184; DB00357; DB00655; DB00894; DB00990; DB01006; DB01217
2091	FGB	P02675	Humans	DB11300; DB11311; DB11571; DB11572; DB13151
2092	FGG	P02679	Humans	DB11300; DB11571; DB11572
2093	C1R	P00736	Humans	DB00002; DB00005; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112; DB01593; DB06404; DB09228; DB14487; DB14533
2094	C1QA	P02745	Humans	DB00002; DB00005; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112
2095	C1QB	P02746	Humans	DB00002; DB00005; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112; DB01593; DB14487; DB14533
2096	C1QC	P02747	Humans	DB00002; DB00005; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112; DB01593; DB09130; DB14487; DB14533
2097	FCGR3A	P08637	Humans	DB00002; DB00005; DB00028; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112; DB06607; DB11767; DB12023
2098	FCGR2A	P12318	Humans	DB00002; DB00005; DB00028; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112; DB06607; DB11767
2099	FCGR2B	P31994	Humans	DB00002; DB00005; DB00028; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00098; DB00108; DB00110; DB00112; DB11767
2100	FCGR2C	P31995	Humans	DB00002; DB00005; DB00028; DB00054; DB00056; DB00072; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00112
