UniProt_ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Betweenness,Betweenness(Weight),Closeness,Closeness(Weight),Degree,Degree(Weight),Eigenvector,Eigenvector(Weight),Label
P07355,6.49,1.18,8.85,6.49,2.06,5.6,1.18,6.78,9.44,10.03,2.65,2.95,2.06,3.83,6.19,7.67,5.31,5.31,0.29,5.6,0.17,0.15,0.68,0.24,0.41,0.36,0.02,0.08,0.15,0.17,0.68,0.42,0.22,0.38,0.13,0.04,0.46,0.27,0.27,0.38,0.34,0.25,0.21,0.45,0.55,0.36,-0.37,-0.43,-0.51,0.13,4.06,-0.26,-0.08,-0.31,-0.26,-0.12,-0.23,-0.08,-0.26,-0.32,-0.33,-0.14,-0.15,-0.12,-0.18,-0.25,-0.28,-0.23,-0.23,-0.03,-0.23,12082.69,14337,0.43,0.3,73,42.62,0.03,0.02,0
P07384,5.46,1.54,6.58,7.7,6.16,7.14,1.26,4.48,5.18,10.22,2.24,3.92,3.5,3.64,7.28,6.86,5.04,6.44,2.24,3.08,0.14,0.14,0.72,0.2,0.48,0.37,0.04,0.12,0.14,0.14,0.72,0.47,0.21,0.37,0.12,0.04,0.43,0.29,0.28,0.44,0.31,0.22,0.21,0.47,0.54,0.13,-0.3,-0.3,-0.44,0.05,4.16,-0.23,-0.09,-0.26,-0.29,-0.25,-0.27,-0.08,-0.2,-0.22,-0.34,-0.12,-0.18,-0.17,-0.17,-0.28,-0.27,-0.22,-0.26,-0.12,-0.16,203.24,504,0.39,0.28,15,9.17,0.01,0.01,0
P07437,6.76,1.8,5.86,8.11,5.18,7.88,2.25,4.05,3.38,7.21,3.83,4.73,4.5,4.73,4.95,5.86,6.98,7.43,0.9,3.6,0.11,0.14,0.76,0.23,0.48,0.38,0.05,0.1,0.14,0.11,0.76,0.49,0.2,0.39,0.13,0.06,0.41,0.3,0.29,0.41,0.31,0.27,0.22,0.52,0.48,0.21,-0.48,-0.16,-0.51,0.03,4.19,-0.26,-0.1,-0.24,-0.29,-0.22,-0.29,-0.12,-0.19,-0.17,-0.27,-0.18,-0.21,-0.2,-0.21,-0.22,-0.24,-0.27,-0.28,-0.06,-0.17,11376.5,17120,0.42,0.27,53,30.5,0.01,0.01,0
P07477,8.1,4.05,4.86,4.05,2.43,9.72,1.62,6.48,5.67,7.29,1.21,7.29,4.86,4.45,2.43,8.1,4.05,7.69,1.62,4.05,0.1,0.09,0.81,0.25,0.49,0.44,0.05,0.08,0.09,0.1,0.81,0.48,0.22,0.35,0.12,0.05,0.35,0.3,0.35,0.47,0.31,0.24,0.3,0.59,0.41,0.2,-0.68,-0.03,-0.49,0.01,4.14,-0.29,-0.19,-0.21,-0.19,-0.13,-0.33,-0.1,-0.26,-0.24,-0.28,-0.08,-0.28,-0.21,-0.2,-0.13,-0.29,-0.19,-0.29,-0.1,-0.19,1329.84,2763,0.37,0.24,31,17.92,0.01,0.01,0
P07492,6.76,0.68,2.03,6.76,0.68,11.49,2.03,1.35,6.08,12.16,2.03,5.41,7.43,6.76,8.78,8.78,2.03,5.41,2.03,1.35,0.17,0.09,0.74,0.2,0.49,0.45,0.07,0.04,0.09,0.17,0.74,0.41,0.3,0.38,0.11,0.03,0.51,0.14,0.35,0.41,0.35,0.24,0.28,0.5,0.5,0.51,-0.48,-0.39,-0.3,0.22,3.95,-0.26,-0.05,-0.11,-0.26,-0.05,-0.36,-0.11,-0.08,-0.25,-0.37,-0.11,-0.23,-0.28,-0.26,-0.31,-0.31,-0.11,-0.23,-0.11,-0.08,7061.94,3970,0.38,0.26,55,33.07,0.01,0.01,0
P07585,4.74,1.67,5.01,4.74,3.62,6.69,2.51,5.85,7.52,13.37,1.39,7.52,6.41,4.18,3.62,7.52,4.46,6.41,0.56,2.23,0.14,0.1,0.77,0.2,0.49,0.44,0.06,0.06,0.1,0.14,0.77,0.49,0.28,0.33,0.12,0.03,0.42,0.25,0.33,0.43,0.35,0.25,0.21,0.5,0.5,0.04,-0.46,-0.27,-0.44,0.15,4.09,-0.21,-0.1,-0.22,-0.21,-0.17,-0.26,-0.13,-0.24,-0.28,-0.39,-0.09,-0.28,-0.25,-0.19,-0.17,-0.28,-0.2,-0.25,-0.04,-0.12,24480.1,11693.5,0.4,0.29,117,77.94,0.04,0.04,0
P07686,6.83,1.44,5.22,5.58,5.22,5.76,2.52,5.22,5.22,11.33,1.8,3.24,6.29,4.14,4.68,7.01,5.76,6.12,2.34,4.32,0.12,0.11,0.77,0.23,0.51,0.42,0.06,0.12,0.11,0.12,0.77,0.52,0.22,0.34,0.13,0.03,0.42,0.3,0.28,0.44,0.3,0.28,0.21,0.48,0.52,-0.18,-0.36,-0.23,-0.35,0.15,4.19,-0.27,-0.09,-0.22,-0.23,-0.22,-0.24,-0.13,-0.22,-0.22,-0.36,-0.1,-0.16,-0.25,-0.19,-0.21,-0.27,-0.24,-0.25,-0.13,-0.2,2085.17,1348,0.33,0.21,14,9.64,0,0,0
P07737,7.14,2.14,6.43,2.86,2.86,11.43,1.43,3.57,7.14,8.57,3.57,4.29,2.86,2.86,3.57,7.14,7.86,9.29,1.43,3.57,0.12,0.09,0.79,0.24,0.51,0.43,0.03,0.08,0.09,0.12,0.79,0.49,0.19,0.39,0.15,0.06,0.37,0.31,0.32,0.46,0.26,0.26,0.28,0.59,0.41,0.18,-0.8,-0.23,-0.43,0.03,4.1,-0.27,-0.12,-0.26,-0.15,-0.15,-0.36,-0.09,-0.17,-0.27,-0.3,-0.17,-0.2,-0.15,-0.15,-0.17,-0.27,-0.29,-0.32,-0.09,-0.17,24052.59,13197,0.42,0.28,95,56.41,0.02,0.01,0
P07741,8.89,1.67,5,7.22,4.44,9.44,1.11,3.89,4.44,16.11,1.11,0.56,6.11,3.89,6.67,6.11,3.33,7.22,0.56,2.22,0.12,0.12,0.76,0.17,0.58,0.52,0.06,0.07,0.12,0.12,0.76,0.53,0.19,0.35,0.09,0.03,0.49,0.23,0.27,0.52,0.27,0.2,0.26,0.48,0.52,-0.16,-0.73,-0.36,-0.48,0.29,3.95,-0.31,-0.1,-0.22,-0.27,-0.2,-0.32,-0.07,-0.18,-0.2,-0.42,-0.07,-0.04,-0.25,-0.18,-0.26,-0.25,-0.16,-0.27,-0.04,-0.12,2872.79,5756,0.36,0.24,35,22.52,0,0,0
P07766,3.38,2.9,5.8,6.28,0.97,11.11,1.45,5.8,5.31,8.21,2.42,4.83,5.8,4.83,6.28,6.28,4.35,6.76,1.93,5.31,0.13,0.12,0.75,0.24,0.46,0.41,0.06,0.08,0.12,0.13,0.75,0.43,0.24,0.39,0.11,0.05,0.38,0.28,0.34,0.41,0.33,0.26,0.24,0.51,0.49,0.3,-0.49,-0.23,-0.44,0,4.15,-0.17,-0.15,-0.24,-0.25,-0.07,-0.35,-0.09,-0.24,-0.23,-0.3,-0.13,-0.21,-0.24,-0.21,-0.25,-0.25,-0.2,-0.26,-0.11,-0.23,310.16,138,0.37,0.25,30,18.15,0.01,0.01,0
P07814,7.28,1.85,5.09,8.73,3.31,5.75,2.05,5.22,9.79,7.87,1.92,4.17,5.36,4.3,3.9,5.89,5.49,7.08,1.79,3.17,0.16,0.14,0.7,0.21,0.46,0.39,0.05,0.08,0.14,0.16,0.7,0.47,0.25,0.35,0.11,0.04,0.46,0.28,0.26,0.4,0.37,0.24,0.21,0.48,0.52,0.26,-0.39,-0.31,-0.41,0.12,4.17,-0.28,-0.11,-0.22,-0.31,-0.16,-0.24,-0.12,-0.22,-0.33,-0.29,-0.11,-0.19,-0.23,-0.2,-0.18,-0.24,-0.23,-0.27,-0.1,-0.16,14912.74,29210.5,0.42,0.28,89,54.58,0.01,0.01,0
P07858,5.31,5.01,4.72,5.9,3.24,10.32,3.24,4.42,4.42,6.19,2.06,5.01,5.9,2.95,4.13,7.96,4.42,6.19,3.54,5.01,0.12,0.11,0.78,0.25,0.47,0.38,0.06,0.12,0.11,0.12,0.78,0.46,0.23,0.36,0.12,0.07,0.34,0.32,0.34,0.44,0.29,0.29,0.29,0.55,0.45,0.22,-0.43,0.08,-0.29,-0.09,4.23,-0.23,-0.22,-0.21,-0.24,-0.16,-0.34,-0.16,-0.2,-0.2,-0.25,-0.12,-0.22,-0.24,-0.15,-0.19,-0.29,-0.2,-0.25,-0.17,-0.22,7441.8,12349,0.42,0.27,68,38.14,0.03,0.02,0
P07864,5.72,1.81,5.42,5.42,1.81,7.83,2.41,9.64,7.83,10.84,2.11,3.61,2.71,2.71,3.01,9.04,4.52,9.64,1.81,2.11,0.13,0.11,0.76,0.2,0.52,0.46,0.03,0.06,0.11,0.13,0.76,0.51,0.2,0.35,0.14,0.04,0.4,0.31,0.29,0.49,0.28,0.23,0.24,0.5,0.5,-0.08,-0.75,-0.39,-0.47,0.12,4.07,-0.24,-0.11,-0.23,-0.23,-0.11,-0.29,-0.13,-0.33,-0.29,-0.35,-0.12,-0.17,-0.14,-0.14,-0.15,-0.31,-0.2,-0.33,-0.11,-0.12,417.9,239,0.36,0.25,18,11.52,0,0,0
P07900,4.64,0.96,7.38,13.25,3.42,4.37,1.64,6.83,10.93,8.47,2.73,4.23,2.87,3.42,4.1,5.74,5.87,5.19,0.55,3.42,0.17,0.21,0.63,0.19,0.39,0.32,0.03,0.07,0.21,0.17,0.63,0.42,0.24,0.4,0.12,0.04,0.49,0.26,0.25,0.34,0.42,0.22,0.16,0.41,0.59,0.48,-0.26,-0.41,-0.63,0.08,4.05,-0.21,-0.06,-0.28,-0.39,-0.17,-0.2,-0.1,-0.26,-0.35,-0.3,-0.14,-0.19,-0.15,-0.17,-0.19,-0.24,-0.24,-0.22,-0.04,-0.17,296227.48,763710.33,0.5,0.35,479,304.66,0.1,0.11,0
P07910,7.19,0.33,10.13,9.15,2.29,7.52,0.65,3.27,9.48,5.56,2.29,5.23,3.92,3.92,5.88,11.11,2.29,7.19,0,2.61,0.16,0.19,0.65,0.2,0.39,0.35,0.04,0.05,0.19,0.16,0.65,0.34,0.25,0.44,0.13,0.03,0.44,0.18,0.38,0.33,0.42,0.23,0.26,0.55,0.45,0.97,-0.39,-0.2,-0.66,0.19,3.96,-0.27,-0.03,-0.34,-0.32,-0.13,-0.28,-0.05,-0.16,-0.32,-0.23,-0.13,-0.22,-0.18,-0.18,-0.24,-0.35,-0.13,-0.27,0,-0.14,5066.67,7319,0.41,0.28,63,39.28,0.01,0.01,0
P07919,3.3,5.49,7.69,24.18,3.3,2.2,4.4,0,5.49,12.09,2.2,2.2,2.2,3.3,6.59,4.4,5.49,5.49,0,0,0.17,0.32,0.52,0.19,0.31,0.25,0.02,0.03,0.32,0.17,0.52,0.4,0.21,0.47,0.1,0.08,0.62,0.2,0.19,0.32,0.45,0.19,0.15,0.39,0.62,1,-0.18,-0.22,-0.82,-0.01,3.69,-0.16,-0.23,-0.29,-0.5,-0.16,-0.12,-0.2,0,-0.23,-0.37,-0.12,-0.12,-0.12,-0.16,-0.26,-0.2,-0.23,-0.23,0,0,2293.62,2214,0.35,0.25,55,45.65,0,0,0
P07947,6.81,1.66,4.42,7.73,3.87,8.29,1.47,5.16,6.81,7.92,2.58,3.5,6.08,3.5,4.79,6.45,6.81,5.71,1.84,4.6,0.13,0.12,0.75,0.23,0.48,0.4,0.06,0.1,0.12,0.13,0.75,0.48,0.23,0.37,0.13,0.04,0.42,0.3,0.29,0.41,0.32,0.28,0.23,0.5,0.5,0.13,-0.47,-0.24,-0.41,0.08,4.19,-0.26,-0.1,-0.2,-0.29,-0.18,-0.3,-0.09,-0.22,-0.26,-0.29,-0.14,-0.17,-0.25,-0.17,-0.21,-0.26,-0.26,-0.24,-0.11,-0.2,218.24,240,0.38,0.27,31,18.08,0.01,0.01,0
P07948,6.05,1.56,6.64,7.62,3.91,6.45,1.37,6.25,8.98,8.4,2.54,2.93,5.47,4.1,5.08,5.66,5.08,5.47,1.76,4.69,0.15,0.14,0.7,0.21,0.46,0.38,0.06,0.1,0.14,0.15,0.7,0.47,0.24,0.36,0.11,0.04,0.44,0.29,0.27,0.4,0.36,0.25,0.2,0.45,0.55,0.15,-0.31,-0.31,-0.4,0.11,4.18,-0.25,-0.09,-0.26,-0.28,-0.18,-0.26,-0.09,-0.25,-0.31,-0.3,-0.14,-0.15,-0.23,-0.19,-0.22,-0.24,-0.22,-0.23,-0.1,-0.21,5435.76,4379,0.42,0.29,74,45.62,0.03,0.03,0
P07949,6.91,3.05,5.21,6.64,4.31,6.73,2.15,2.96,4.13,10.68,1.8,3.41,6.28,3.14,6.73,8.26,5.12,7.63,1.53,3.32,0.13,0.12,0.75,0.23,0.49,0.41,0.06,0.09,0.12,0.13,0.75,0.5,0.23,0.35,0.13,0.05,0.42,0.28,0.3,0.44,0.29,0.27,0.25,0.53,0.47,0.12,-0.46,-0.17,-0.39,0.11,4.16,-0.27,-0.15,-0.22,-0.26,-0.2,-0.26,-0.12,-0.15,-0.19,-0.35,-0.1,-0.17,-0.25,-0.16,-0.26,-0.3,-0.22,-0.28,-0.09,-0.16,6060.9,7215,0.42,0.29,57,33.3,0.03,0.03,0
P07951,11.97,0.7,7.39,21.13,0.35,1.41,0.35,3.87,13.73,10.21,2.82,2.46,0,5.63,4.93,4.23,2.82,3.87,0,2.11,0.19,0.29,0.53,0.16,0.35,0.31,0,0.03,0.29,0.19,0.53,0.37,0.22,0.43,0.07,0.04,0.71,0.14,0.16,0.32,0.5,0.12,0.18,0.35,0.65,0.97,-0.26,-0.58,-0.82,0.22,3.59,-0.37,-0.05,-0.28,-0.47,-0.03,-0.09,-0.03,-0.18,-0.39,-0.34,-0.15,-0.13,0,-0.23,-0.21,-0.19,-0.15,-0.18,0,-0.12,982.73,1030,0.37,0.24,16,9.48,0,0,0
P07954,12.75,0.59,3.33,5.69,3.33,8.24,2.55,5.29,6.27,8.63,4.12,5.88,5.49,3.14,3.73,5.1,6.08,7.25,0.59,1.96,0.13,0.09,0.78,0.17,0.56,0.48,0.06,0.06,0.09,0.13,0.78,0.54,0.24,0.32,0.11,0.05,0.47,0.25,0.28,0.47,0.3,0.25,0.27,0.55,0.45,0.07,-0.73,-0.25,-0.35,0.18,4.08,-0.38,-0.04,-0.16,-0.24,-0.16,-0.3,-0.14,-0.22,-0.25,-0.31,-0.19,-0.24,-0.23,-0.16,-0.18,-0.22,-0.25,-0.28,-0.04,-0.11,2322.2,2491,0.39,0.25,45,25.81,0.01,0,0
P07992,8.42,2.02,5.39,6.4,3.37,6.06,1.35,3.03,6.4,12.46,1.01,2.36,9.43,5.72,4.38,6.06,5.72,7.07,0.67,2.69,0.12,0.12,0.76,0.22,0.52,0.47,0.09,0.07,0.12,0.12,0.76,0.53,0.24,0.35,0.12,0.03,0.46,0.25,0.29,0.43,0.36,0.26,0.23,0.53,0.48,0.01,-0.56,-0.23,-0.47,0.31,4.06,-0.3,-0.11,-0.23,-0.25,-0.17,-0.25,-0.08,-0.15,-0.25,-0.37,-0.07,-0.13,-0.32,-0.24,-0.2,-0.25,-0.24,-0.27,-0.05,-0.14,12844.32,3471,0.41,0.28,99,64.71,0.02,0.02,0
P08047,8.15,1.4,2.29,3.06,1.53,12.48,1.91,5.22,2.55,7.01,1.78,6.24,5.35,11.34,2.68,12.23,8.66,4.71,0.51,0.89,0.07,0.05,0.88,0.35,0.47,0.43,0.05,0.03,0.05,0.07,0.88,0.44,0.19,0.5,0.21,0.03,0.39,0.23,0.39,0.41,0.31,0.31,0.34,0.62,0.39,0.55,-0.95,-0.16,-0.65,0.19,3.92,-0.3,-0.09,-0.13,-0.15,-0.09,-0.38,-0.11,-0.22,-0.14,-0.27,-0.1,-0.25,-0.23,-0.36,-0.14,-0.37,-0.31,-0.21,-0.04,-0.06,31685.14,59831,0.44,0.31,136,83.97,0.04,0.04,0
P08069,5.27,3.22,4.54,8.27,3.44,6.66,1.68,5.34,5.05,8.49,2.85,6.22,5.93,2.56,5.85,7.1,5.05,6.36,1.54,4.61,0.13,0.13,0.75,0.23,0.46,0.38,0.06,0.1,0.13,0.13,0.75,0.48,0.25,0.34,0.12,0.06,0.4,0.3,0.3,0.4,0.33,0.27,0.22,0.5,0.5,0.17,-0.35,-0.15,-0.43,-0.02,4.21,-0.22,-0.16,-0.2,-0.3,-0.17,-0.26,-0.1,-0.23,-0.22,-0.3,-0.15,-0.25,-0.24,-0.14,-0.24,-0.27,-0.22,-0.25,-0.09,-0.21,5900.96,5917,0.43,0.31,102,67.13,0.05,0.05,0
P08118,1.75,9.65,6.14,7.02,3.51,4.39,0.88,7.02,9.65,4.39,1.75,6.14,4.39,1.75,1.75,7.02,8.77,8.77,1.75,3.51,0.12,0.13,0.75,0.31,0.38,0.31,0.04,0.09,0.13,0.12,0.75,0.52,0.23,0.35,0.16,0.11,0.29,0.43,0.28,0.41,0.35,0.26,0.23,0.57,0.43,0.27,-0.5,0.05,-0.51,-0.25,4.07,-0.1,-0.33,-0.25,-0.27,-0.17,-0.2,-0.06,-0.27,-0.33,-0.2,-0.1,-0.25,-0.2,-0.1,-0.1,-0.27,-0.31,-0.31,-0.1,-0.17,576.22,1814,0.33,0.22,11,6.29,0,0,0
P08123,9.44,0.66,3.15,4.83,1.61,27.89,1.1,2.34,3.66,4.47,0.73,3,16.98,2.42,5.27,3.81,3.07,4.03,0.37,1.17,0.1,0.08,0.82,0.11,0.68,0.65,0.17,0.03,0.08,0.1,0.82,0.44,0.3,0.45,0.07,0.01,0.32,0.13,0.55,0.51,0.34,0.27,0.42,0.72,0.28,0.62,-1.27,0.14,-0.36,0.34,3.54,-0.32,-0.05,-0.16,-0.21,-0.1,-0.51,-0.07,-0.13,-0.18,-0.2,-0.05,-0.15,-0.43,-0.13,-0.22,-0.18,-0.15,-0.19,-0.03,-0.08,25679.38,26084,0.41,0.27,132,78.88,0.03,0.03,0
P08151,5.88,2.8,3.53,5.7,2.17,10.58,3.62,1.54,2.98,8.05,1.9,3.16,13.47,4.34,5.97,11.57,5.24,3.98,0.45,3.07,0.13,0.09,0.78,0.27,0.48,0.44,0.14,0.06,0.09,0.13,0.78,0.46,0.29,0.41,0.17,0.05,0.38,0.19,0.42,0.35,0.33,0.39,0.31,0.6,0.4,0.45,-0.55,0.1,-0.32,0.27,4.02,-0.24,-0.15,-0.17,-0.24,-0.12,-0.34,-0.17,-0.09,-0.15,-0.29,-0.11,-0.16,-0.39,-0.2,-0.24,-0.36,-0.22,-0.19,-0.04,-0.15,22183.99,9295,0.43,0.29,133,70.37,0.04,0.04,0
P08183,9.14,0.55,4.38,5.86,5.47,7.73,1.48,8.12,6.64,9.3,2.5,4.14,2.27,4.14,4.92,6.88,5.39,7.5,0.86,2.73,0.13,0.1,0.77,0.2,0.53,0.44,0.02,0.09,0.1,0.13,0.77,0.51,0.2,0.34,0.12,0.03,0.44,0.31,0.25,0.49,0.27,0.21,0.24,0.48,0.52,-0.05,-0.62,-0.42,-0.46,0.12,4.1,-0.32,-0.04,-0.2,-0.24,-0.23,-0.29,-0.09,-0.29,-0.26,-0.32,-0.13,-0.19,-0.12,-0.19,-0.21,-0.27,-0.23,-0.28,-0.06,-0.14,6385.97,6693,0.41,0.26,47,24.13,0.02,0.02,0
P08195,10,0.63,5.87,6.51,3.33,8.41,1.59,2.86,4.6,14.92,1.75,3.02,5.08,5.08,3.81,9.84,4.13,5.08,2.06,1.43,0.1,0.12,0.78,0.21,0.54,0.46,0.05,0.07,0.12,0.1,0.78,0.5,0.18,0.4,0.14,0.02,0.48,0.2,0.32,0.47,0.3,0.24,0.29,0.52,0.48,0.08,-0.65,-0.19,-0.53,0.29,4.01,-0.33,-0.05,-0.24,-0.26,-0.16,-0.3,-0.1,-0.15,-0.2,-0.41,-0.1,-0.15,-0.22,-0.22,-0.18,-0.33,-0.19,-0.22,-0.12,-0.09,3830.49,7034,0.39,0.25,22,13.18,0.01,0.01,0
P08235,4.67,2.74,3.46,5.59,3.46,6.61,2.03,4.17,5.28,7.42,2.54,5.28,7.62,4.88,3.76,15.14,4.98,6.61,0.61,3.15,0.11,0.09,0.8,0.31,0.44,0.37,0.08,0.07,0.09,0.11,0.8,0.45,0.24,0.41,0.2,0.05,0.36,0.26,0.38,0.36,0.32,0.36,0.29,0.57,0.43,0.33,-0.52,-0.02,-0.49,0.14,4.11,-0.21,-0.14,-0.17,-0.23,-0.17,-0.26,-0.11,-0.19,-0.22,-0.28,-0.14,-0.22,-0.28,-0.21,-0.18,-0.41,-0.22,-0.26,-0.05,-0.16,709.73,417,0.38,0.26,21,11.73,0.01,0.01,0
P08237,8.21,1.92,5.38,6.03,3.72,10.38,2.44,6.03,5.77,7.95,2.95,3.72,2.82,2.95,6.15,5.51,7.05,7.82,1.28,1.92,0.14,0.11,0.74,0.19,0.51,0.43,0.03,0.07,0.11,0.14,0.74,0.5,0.21,0.37,0.13,0.05,0.42,0.3,0.28,0.47,0.27,0.23,0.26,0.53,0.47,0.24,-0.71,-0.34,-0.4,0.06,4.14,-0.3,-0.11,-0.23,-0.24,-0.18,-0.34,-0.13,-0.24,-0.24,-0.29,-0.15,-0.18,-0.15,-0.15,-0.25,-0.23,-0.27,-0.29,-0.08,-0.11,1176.41,856,0.38,0.25,26,14.9,0,0,0
P08238,5.25,0.83,7.04,13.26,3.59,4.7,1.8,6.63,10.36,8.56,2.62,3.87,3.18,2.9,4.42,6.63,4.7,5.8,0.55,3.31,0.17,0.2,0.63,0.18,0.41,0.34,0.03,0.08,0.2,0.17,0.63,0.42,0.24,0.39,0.11,0.04,0.49,0.25,0.25,0.36,0.41,0.22,0.17,0.42,0.58,0.45,-0.29,-0.39,-0.61,0.1,4.06,-0.22,-0.06,-0.27,-0.39,-0.17,-0.21,-0.1,-0.26,-0.34,-0.3,-0.14,-0.18,-0.16,-0.15,-0.2,-0.26,-0.21,-0.24,-0.04,-0.16,46336.46,41681,0.47,0.33,189,122.14,0.05,0.06,0
P08240,8.31,1.25,5.96,6.11,4.23,8.15,1.25,4.08,8.62,10.03,2.82,3.76,3.45,4.23,5.33,6.74,6.58,7.37,0.47,1.25,0.15,0.12,0.73,0.2,0.49,0.41,0.03,0.06,0.12,0.15,0.73,0.49,0.22,0.38,0.13,0.04,0.47,0.25,0.28,0.44,0.32,0.22,0.25,0.52,0.48,0.29,-0.63,-0.39,-0.47,0.16,4.08,-0.3,-0.08,-0.24,-0.25,-0.19,-0.3,-0.08,-0.19,-0.31,-0.33,-0.15,-0.18,-0.17,-0.19,-0.23,-0.26,-0.26,-0.28,-0.04,-0.08,4834.48,10318,0.37,0.24,42,25.35,0.01,0,0
P08243,6.77,1.78,5.53,7.31,5.7,5.88,3.57,4.81,6.95,10.52,2.5,3.57,4.63,2.85,4.81,5.35,4.63,6.6,1.25,4.99,0.15,0.13,0.72,0.2,0.49,0.39,0.05,0.12,0.13,0.15,0.72,0.49,0.24,0.32,0.1,0.04,0.45,0.3,0.25,0.43,0.31,0.26,0.2,0.45,0.55,-0.04,-0.3,-0.25,-0.31,0.08,4.19,-0.26,-0.1,-0.23,-0.28,-0.24,-0.24,-0.17,-0.21,-0.27,-0.34,-0.13,-0.17,-0.21,-0.15,-0.21,-0.23,-0.21,-0.26,-0.08,-0.22,1504.06,1200,0.37,0.25,33,19.82,0,0,0
P08246,10.49,4.12,3,1.87,3.75,10.11,2.62,4.49,0,11.24,1.5,6.37,5.62,4.49,8.99,5.62,3.37,10.49,1.12,0.75,0.12,0.05,0.84,0.18,0.59,0.52,0.06,0.06,0.05,0.12,0.84,0.56,0.24,0.29,0.09,0.06,0.41,0.28,0.31,0.56,0.21,0.2,0.3,0.59,0.41,-0.03,-0.78,-0.22,-0.28,0.09,3.95,-0.34,-0.19,-0.15,-0.11,-0.18,-0.33,-0.14,-0.2,0,-0.35,-0.09,-0.25,-0.23,-0.2,-0.31,-0.23,-0.17,-0.34,-0.07,-0.05,5508.09,8296.5,0.38,0.25,54,31.69,0.02,0.02,0
P08253,7.12,2.88,8.18,5,7.12,10,1.52,3.79,6.82,7.12,1.82,3.64,6.67,2.88,3.94,4.39,6.36,3.94,2.27,4.55,0.12,0.13,0.75,0.21,0.5,0.39,0.07,0.14,0.13,0.12,0.75,0.49,0.23,0.37,0.11,0.05,0.36,0.31,0.33,0.44,0.33,0.25,0.24,0.53,0.47,0.14,-0.36,0.02,-0.35,0.05,4.17,-0.27,-0.15,-0.3,-0.22,-0.27,-0.33,-0.09,-0.18,-0.26,-0.27,-0.11,-0.17,-0.26,-0.15,-0.18,-0.2,-0.25,-0.18,-0.12,-0.2,20499.03,2810,0.45,0.31,214,128.45,0.08,0.08,0
P08397,9.14,1.11,5.26,6.37,2.49,8.03,3.6,5.54,5.26,11.91,1.94,3.6,4.71,5.26,5.82,5.54,5.82,7.2,0.55,0.83,0.15,0.12,0.74,0.19,0.52,0.47,0.05,0.04,0.12,0.15,0.74,0.5,0.23,0.36,0.11,0.03,0.49,0.24,0.27,0.46,0.31,0.22,0.24,0.5,0.5,0.2,-0.67,-0.4,-0.43,0.23,4.08,-0.32,-0.07,-0.22,-0.25,-0.13,-0.29,-0.17,-0.23,-0.22,-0.37,-0.11,-0.17,-0.21,-0.22,-0.24,-0.23,-0.24,-0.27,-0.04,-0.06,7138.01,6038,0.37,0.24,26,13.38,0,0,0
P08514,7.99,1.92,4.91,5.68,3.37,8.85,2.21,2.79,2.31,12.61,1.25,3.56,7.31,5.97,5.2,7.22,3.56,8.66,1.92,2.69,0.1,0.11,0.8,0.21,0.55,0.48,0.07,0.08,0.11,0.1,0.8,0.51,0.21,0.36,0.11,0.03,0.43,0.25,0.32,0.48,0.3,0.24,0.26,0.54,0.46,-0.03,-0.61,-0.17,-0.45,0.21,4.08,-0.29,-0.11,-0.21,-0.24,-0.17,-0.31,-0.12,-0.14,-0.13,-0.38,-0.08,-0.17,-0.28,-0.24,-0.22,-0.27,-0.17,-0.31,-0.11,-0.14,32487.38,23103,0.41,0.28,130,81.52,0.03,0.03,0
P08559,9.49,3.08,4.87,7.18,3.33,9.23,2.05,5.13,5.9,7.95,3.59,3.33,3.85,3.08,7.18,5.38,4.36,5.9,0.51,4.62,0.15,0.12,0.73,0.21,0.49,0.42,0.04,0.09,0.12,0.15,0.73,0.47,0.22,0.34,0.1,0.07,0.46,0.27,0.27,0.45,0.28,0.24,0.27,0.5,0.51,0.27,-0.54,-0.25,-0.35,0.04,4.16,-0.32,-0.16,-0.21,-0.27,-0.16,-0.32,-0.12,-0.22,-0.24,-0.29,-0.17,-0.16,-0.18,-0.16,-0.27,-0.23,-0.2,-0.24,-0.04,-0.21,1848.38,2162,0.37,0.24,43,25.57,0,0,0
